author,user_profile_link,text,timestamp,likes,date,time
Abdou Zaanoun,https://web.facebook.com/zaanoun.nabil?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMzU1OTI0ODM1NzY2NjM3Mw%3D%3D&__tn__=R*F,يبعد علينا غير أخنوش وداك الأعوان ديالوا,Tuesday 12 September 2023 at 22:19,0,12 September 2023,22:19
حليمة السعدية,https://web.facebook.com/profile.php?id=100023465212493&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMzA2MTQyMjYxOTU5Njg4&__tn__=R*F,قول المسلمين المغاربة و هداك العطاء من الله سبحانن و تعالى و إكراما للمسلمين لحملهم لا إله إلا الله في صدورهم.,Tuesday 12 September 2023 at 21:27,2,12 September 2023,21:27
Jado Jounaid,https://web.facebook.com/profile.php?id=100075395891348&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjg5NDM1MDE5MzI1ODI2&__tn__=R*F,الله الوطن الملك عاش الملك,Tuesday 12 September 2023 at 23:20,0,12 September 2023,23:20
Radouan Moutaa,https://web.facebook.com/redouan.moutaa?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODUxNzY2MjE2NDU0MTI3&__tn__=R*F,انا زرت بعض المناطق اليوم اقسم بالله شيء يثلج القلوب من الهائل من المساعدات ومن كافة شرائح المجتمع المدني شكرا لكم ايها الشجعان هذا هو المطلوب من كل واحد عنده غيرة عن وطنه لقد اتبتتم انكم تستحقون أوسمة,Tuesday 12 September 2023 at 22:55,2,12 September 2023,22:55
Mustapha Lachgar,https://web.facebook.com/mustapha.lachgar.58?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTM4ODk0MjMyODMyNjA2MA%3D%3D&__tn__=R*F,للوطن الأغنياء و الوطنية لي الفقراء,Tuesday 12 September 2023 at 21:52,2,12 September 2023,21:52
Sami El,https://web.facebook.com/profile.php?id=100042651373877&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjM5MTE5MzE1MDI0MDAw&__tn__=R*F,نستطيع القول حمدا للله على هذا الزلزال الذي كشف عن المعدن النفيس للمغاربةفي تضامنهم وتلاحمهم وحتى لاننسى يجب ان نبقىهكذا دائما,Sunday 17 September 2023 at 19:33,0,17 September 2023,19:33
يو سف,https://web.facebook.com/profile.php?id=100066897701431&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODg1MjM1MjA5Njg1NTYw&__tn__=R*F,ولازلنا ننتظر من الحكومة ان ترحم المواطنين الذين يقومون بمساعدة المتضررين وتساعدهم بأن تخفض لهم سعر المازوت وتفتح لهم الطريق السيار بالمجان,Tuesday 12 September 2023 at 21:40,3,12 September 2023,21:40
Youssef Lyousfi,https://web.facebook.com/lyousfi.bouhi?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjU5MzI2MTEzMTA3NDY4&__tn__=R*F,نطالب الدولة بتخصيص اماكن لانشاء وحدات سكنية قريبة الى المدن وتتوفر على جميع المرافق العمومية والصحية وترحيل جميع سكان البوادي والحاقهم بالحضارة ومنها ستكون لهم مشاريعهم الخاصة في الاماكن الدين سيتواجدون فيها ويتركون شقاء وعبء الجبال بفقرها وبردها وقلة… See more,Tuesday 12 September 2023 at 21:45,2,12 September 2023,21:45
Salka Salka,https://web.facebook.com/profile.php?id=100024264820200&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjgwODQyMDQwMzY0OTY1&__tn__=R*F,تعبير جميل,Tuesday 12 September 2023 at 22:21,0,12 September 2023,22:21
راجية الرحمان,https://web.facebook.com/profile.php?id=100041768949695&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODQwODM1NDEwODE0Njk2&__tn__=R*F,فخامة اللقطة تؤكد بمداد الفخر بأننا مغاربة,Tuesday 12 September 2023 at 21:38,0,12 September 2023,21:38
Youssef El Majdaoui,https://web.facebook.com/yosaf.mjdwi.5?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTUwMzQwMTE0NzE3MDIyMw%3D%3D&__tn__=R*F,أيقونة حملة التبرعات....,Tuesday 12 September 2023 at 22:05,0,12 September 2023,22:05
Fatiha Afiri,https://web.facebook.com/profile.php?id=100072579411770&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTAyMjMwOTY1OTIyMTU4Ng%3D%3D&__tn__=R*F,من قليل تضامن رجل عظيم,Tuesday 12 September 2023 at 23:14,0,12 September 2023,23:14
Tanirt HK,https://web.facebook.com/profile.php?id=100053644837351&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODUxODE0Njc2MTU3NTAw&__tn__=R*F,فدااك يا وطني,Tuesday 12 September 2023 at 22:38,0,12 September 2023,22:38
Zio Taha,https://web.facebook.com/CheZioo?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODY3MzUyODIxNjY4NjU2&__tn__=R*F,نحن شعب لا يُقهر، ويتعافى بسرعة ويعود أقوى بعد كل أزمة.,Tuesday 12 September 2023 at 21:31,2,12 September 2023,21:31
المتفائل بالخير,https://web.facebook.com/profile.php?id=100090448215759&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMzI5NTMyNDkyOTcwMjgx&__tn__=R*F,هكذا يأمر الاسلام وهكذا يكون المسلم,Tuesday 12 September 2023 at 22:25,0,12 September 2023,22:25
Latifa Laktir,https://web.facebook.com/profile.php?id=100008289730849&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjg1NDI2NzI3NTcxNTcy&__tn__=R*F,انا اتمنى من الله بعد طوي فاجعة الزلزال ان يتضامن المغاربة بطريقة سلمية لطرد اخنوش من الحكومة,Tuesday 12 September 2023 at 21:31,2,12 September 2023,21:31
فاطمة العزوزي,https://web.facebook.com/profile.php?id=100053238006254&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMzQ4MTM0MTY0MjQ5OTY4&__tn__=R*F,تحية واجلال لكل المغاربة الاحرار من طنجة إلى لكويرة ربي يحفظهم بعينه التي لاتنام,Tuesday 12 September 2023 at 21:32,2,12 September 2023,21:32
Abdellah Boudaoud,https://web.facebook.com/abdellah.boudaoud.9?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNzE0ODgyNDczODAxMTc0&__tn__=R*F,الحمد لله على كل شيء نعمة الحب لي هاد البلاد و أهله,Wednesday 13 September 2023 at 00:26,0,13 September 2023,00:26
Samih Eyad,https://web.facebook.com/samih.jbari?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTAwNTY2ODkwMDc0NDkwOA%3D%3D&__tn__=R*F,كولشي زوين في المغاربة لبغا يهدر غير يهدر حنا المغاربة المغاربة,Tuesday 12 September 2023 at 21:38,0,12 September 2023,21:38
Abdellah Ouahrich,https://web.facebook.com/abdellah.ouahrich?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTMyODM4ODkyMTQzNzMwMA%3D%3D&__tn__=R*F,ستبقى أعظم لقطة ، هي صورة لرجل مغربي أصيل بلباسه وطبعه ، تقاسم ما لديه من مؤونة في منزله، حملها فوق دراجته مسابقا رياح العجز و الحاجة ، لم يبحث عن اللقطة أو الصورة ، اكتفى بإلقاء السلام و القيام بالواجب ، وحدها الكاميرا أدركت عظمة اللحظة فسجلتها للعب… See more,Tuesday 12 September 2023 at 21:28,8,12 September 2023,21:28
Isselmou Side Imhamed,https://web.facebook.com/isselmou.sideimhamed?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTUwNDI5NjExMzY1NDUwNA%3D%3D&__tn__=R*F,الحمد الله,Tuesday 12 September 2023 at 21:30,0,12 September 2023,21:30
Hayane Messak,https://web.facebook.com/hayanemessak?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjA4MDA4NjIxNTM4NDE2&__tn__=R*F,سيكتب التاريخ ان الجزائر وقفت مع شعب المروكي و أرادت المساعدة لكن ازولاي رفض هذه المساعدة .رحم الله جميع ضحايا زلزال المروك في الجنة ان شاء الله,Tuesday 12 September 2023 at 21:31,13,12 September 2023,21:31
Lyes Khémo,https://web.facebook.com/lyes.khemo?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTQ3Nzg1NTk4OTcxMzgxMw%3D%3D&__tn__=R*F,كان الله معكم يا إخواننا المغاربة، الشعب الجزائري مع الشعب المغربي، رحم الله شهداء الزلزال، و شهداء فياضانات إخواننا الليبيين، اللهم لُمَّ شمل الأمة الإسلامية.,Tuesday 12 September 2023 at 21:35,7,12 September 2023,21:35
Karim Mounir,https://web.facebook.com/profile.php?id=100086095781465&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTA1MTcwMDY5NTk5ODk4OQ%3D%3D&__tn__=R*F,ولا عزاء للمسؤولين لي كظل طبل ليهم طول السنة,Tuesday 12 September 2023 at 21:30,0,12 September 2023,21:30
Youness Ra Fii,https://web.facebook.com/profile.php?id=100083385944405&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjkzODcyNjYzMzY1MDQ2&__tn__=R*F,هذه رسالة بسیطة فقط للاعداء ان المغاربة کلهم جنود من اجل الدفاع عن بعضهم البعض فمااا عسااک وطنهم وترابهم بعد هذه الازمة اکتاشفت انی کنبغی بلادی لدرجة لا یمکن تخیلها,Tuesday 12 September 2023 at 21:29,6,12 September 2023,21:29
Abdo Lkader,https://web.facebook.com/profile.php?id=100066651000451&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjE5MjAwODkzNzAwMzky&__tn__=R*F,"نحن في أمس الحاجة للخيم قبل كل شيئ.. السلام عليكم ورحمة الله تعالى وبركاته والصلاة والسلام على رسول الله أما بعد رغم المعانات القاسية والتشارود ولله الحمد من قبل ومن بعد اللهم لك الحمد
إلى الله المشتكى",Tuesday 12 September 2023 at 21:26,3,12 September 2023,21:26
Mounir Diyani,https://web.facebook.com/mounir.diyani.5?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjc5NzE2MzcxNTg1NDE0&__tn__=R*F,صراحة كلام من القلب هادشي اللي شفتو من المغاربة يثلج الصدر و يدل على وحدة و تلاحم الشعب المغربي في الفرح و الالم من الصغير الى الكبير و ما يندى له الجبين في هذه الفاجعة هو عدم تخفيض ثمن المحروقات و عدم فتح الطريق السيار بالمجان في وجه الشاحنات المثقلة… See more,Tuesday 12 September 2023 at 21:58,0,12 September 2023,21:58
Lahcen Morrocco,https://web.facebook.com/lahcen.morrocco?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODUxMjAxODk5Njc0NzUz&__tn__=R*F,الشعب المغربي اسرة كبيرة الشعب الحر الشعب المتخلق الشعب المكرام المضياف تجري في دمنا تمغربيت نحن جسد واحد روح واحدة لحمة شعب ذهبي انفس من المعادن اللهم ارحم امواتنا الشهداء واالله يشافي المصابين,Tuesday 12 September 2023 at 21:42,0,12 September 2023,21:42
Lam-Roch Marissim,https://web.facebook.com/mariam.hajji.543?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTQ5ODYwMzg3NDI3NTUwNA%3D%3D&__tn__=R*F,رجل طيب و انسان اجتمعت في كل الإنسانية و الموأزرة والرحمة لاخيه المسلم,Tuesday 12 September 2023 at 22:00,0,12 September 2023,22:00
Samira Ben,https://web.facebook.com/samira.benlafkih?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjE0OTM0OTU3NDgwNjgy&__tn__=R*F,لم أستطع تجاوز الفيديو أكرر مشاهدته منذ نشره،هي لحظة للتاريخ.للانسانية..جاء في هدوء وذهب بعد ان أحدث الفوضى في قلوبنا,Tuesday 12 September 2023 at 21:45,2,12 September 2023,21:45
