author,user_profile_link,text,timestamp,likes,date,time
آلاء وردة ال,https://web.facebook.com/janat.firdawser?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjQ0ODA2OTU4MDQxODk4&__tn__=R*F,هذا الرجل من مدينتي تزنيت الله يبارك فيه ويفرح اي واحد كيعاون دوك الناس مساكن والله يرحم الموتى ويشافي الجرحى ويلطف بنا,Tuesday 12 September 2023 at 21:38,12,12 September 2023,21:38
Mohamed Sb,https://web.facebook.com/sbabou.mohammed?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjgzOTgyMjI2OTQzMDI1&__tn__=R*F,حق لنا أن نفخر بهذا التضامن وهذا الإيخاء والمحبة وكل القيم النبيلة ، إنها فطرة الإسلام،في حين تظل الحكومة في سبات عميق كما ألفناها دائما أتلاشت فيها سمات الإنسانية حتى تخرج ببلاغات متأخرة تتناسى فيها جهود المواطنين والمجتمع المدني الذي كان له السبق في … See more,Tuesday 12 September 2023 at 21:38,2,12 September 2023,21:38
Bouchra El,https://web.facebook.com/arwa.khadir?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTUxNDg2MzIzNjAwNzgwMQ%3D%3D&__tn__=R*F,كم أحببنا هذا الرجل الكريم الطيب المحب لوطنه .أحبه الله فدخل القلوب بنيته الصادقة النبيلة .هنيئا لك بهده الصدقة المقبولة وهذا العمل الكبير الذي يجسد القولة الشعبية لما عطا من القليل مايعطي من الكثير ...,Tuesday 12 September 2023 at 22:46,4,12 September 2023,22:46
Khalid Bn Abdullah,https://web.facebook.com/profile.php?id=100068032249358&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjA4OTAwODU3ODQzOTQy&__tn__=R*F,مزال الخير الحمد لله,Tuesday 12 September 2023 at 21:35,0,12 September 2023,21:35
Lahoucin Gali,https://web.facebook.com/lahoucine.ouggali?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODA5MTIzNDk3NTUxNTQ3&__tn__=R*F,ماجبد التليفون يصور ماهضر مع حد ما جا مع حد جا معاه الله والبركة باش قاد يساعد . ماشي بحال شي مكروب شاري حليب ولا حاجة ويصور لمن عطاها زعما عندي باش ندير الخير أستغرف الله محال يتقبل خاصة شي موسخين بحال وحدة جراو عليها ولاد مراكش وحدة قالت لك تنمرو عليها .,Wednesday 13 September 2023 at 11:18,0,13 September 2023,11:18
Souhir Slimani,https://web.facebook.com/souhir.slimani.9?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjE5MDQzNzgwODY0MzUy&__tn__=R*F,الحمد لله,Comment with an avatar sticker,0,Unknown Date,Unknown Time
Ami Ne,https://web.facebook.com/blhaje.amine?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTAyMjU4MjY3MjA5ODQ4NA%3D%3D&__tn__=R*F,شنو الفرق بين مفهوم الشعب و مفهوم الأمة ؟,Tuesday 12 September 2023 at 23:28,0,12 September 2023,23:28
AiSsame Mon Fils Golfhote,https://web.facebook.com/mon.fils.12?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODM0MDYzOTE1MDM5MjQ5&__tn__=R*F,رحم الله شهداءناا الأبرار,Comment with an avatar sticker,0,Unknown Date,Unknown Time
Rachida Rachida,https://web.facebook.com/rachida.sakar.73?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTI0NjI2NDE5NjA2NjIwNQ%3D%3D&__tn__=R*F,حنا زوينين بعدو علينا غي الحكومه,Tuesday 12 September 2023 at 21:34,4,12 September 2023,21:34
Rachid Jaouhari,https://web.facebook.com/rachid.jaouhari.927?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjQ3OTY4MzI0MDY2MTU3&__tn__=R*F,إنها الإنسانية الحقة التي لا تعترف لا بالفوارق الطبقية و لا بالاختلاف العرقي و الإيديولوجي....هكذا هي دائما تمغرابيت تظهر في النكبات و المآسي لتعطي للعالم درسا في المعنى الحقيقي للتآزر و التكافل و التضامن..ففجأة و بين ليلة و ضحاها أبان الشعب المغربي عن… See more,Comment with an avatar sticker,0,Unknown Date,Unknown Time
Frachli Simed,https://web.facebook.com/frachli.simomed?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjUwNjk2MDQwMTYwNjc0&__tn__=R*F,لماذا ندفع الضرائب؟,Tuesday 12 September 2023 at 23:00,2,12 September 2023,23:00
Abdul Benkahalqui,https://web.facebook.com/abdul.benkahalqui?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjk3NTIxMDI1NzUyNDA0&__tn__=R*F,البساطة لها طريقتها في مد يد العون وتبقا الأحسن والأجمل,Tuesday 12 September 2023 at 21:56,0,12 September 2023,21:56
Hafssa Maria,https://web.facebook.com/hafssa.maria.73?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjU5NjI4MTIwMDI0Mjkx&__tn__=R*F,هد سيد معدنه نفيس وأصله كريم عطا من لقليل وعطا درس كبييير بزاف فالتضامن والإنسانية ربي يطول فعمرو يارب,Tuesday 12 September 2023 at 21:49,0,12 September 2023,21:49
Ndin Ndin Ndin,https://web.facebook.com/ndin.ndinndin.9?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjExNDAyODI4MjMyMjkzNw%3D%3D&__tn__=R*F,الشعب يستحق الافضل,Tuesday 12 September 2023 at 21:33,0,12 September 2023,21:33
Abd Essamad,https://web.facebook.com/abdessamad.zeggani.92?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTE4NzIzMzcxODg5NjEzOA%3D%3D&__tn__=R*F,نتمنى حتى واحد ماينسى الناس المنتخبين امتى كايبانو و ملي نحتاجوهم كيف يغبرووو الانتخابات راجعة الناس مكتنساش.,Tuesday 12 September 2023 at 21:33,0,12 September 2023,21:33
Ben Hammou,https://web.facebook.com/ach.our.524934?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMzE4MTI2Njc3NDYxMDAx&__tn__=R*F,و يجيو المسؤولين ارونو هاد الوطن مكين غير زيد زيد على الشعب لا حول ولا قوة الا بالله,Tuesday 12 September 2023 at 21:42,0,12 September 2023,21:42
Abdeslam Aitisha,https://web.facebook.com/abdeslam.aitisha.3?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODI2NDg3ODA5MTc2ODA1&__tn__=R*F,يجب البحث عن هذا الرجل ورد له الجميل,Tuesday 12 September 2023 at 22:41,0,12 September 2023,22:41
Didi Perry,https://web.facebook.com/khadija.perry.5?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNzAwOTExMzc4NzI2OTUz&__tn__=R*F,الحمد لله,Tuesday 12 September 2023 at 23:59,0,12 September 2023,23:59
Khalid Beniach,https://web.facebook.com/khalid.beniach?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODEyOTU4NDMwMzIyODM5&__tn__=R*F,والله فيديو هاذ الرجل الطيب المحترم عاودتو لمرات عديدة. قمة الرقي والانسانية. لي مايعطيش من القليل ما يعطيش من الكثير.,Tuesday 12 September 2023 at 21:28,2,12 September 2023,21:28
Karim Mouh,https://web.facebook.com/karim.mouh.73?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjA2MjI3NjY4NzQ1OTUyOA%3D%3D&__tn__=R*F,المغرب بلد الأولياء,Tuesday 12 September 2023 at 22:29,0,12 September 2023,22:29
Fatima Balouch,https://web.facebook.com/fatima.blouch.129?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTU0Mzg0NzgzOTQ4NTUyMw%3D%3D&__tn__=R*F,هو من مدينة تزنيت,Tuesday 12 September 2023 at 22:07,0,12 September 2023,22:07
Nada Bekkouri Ep Alaoui,https://web.facebook.com/nada.bekkouri?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjU1MDI3Nzc5MTcxOTY4NA%3D%3D&__tn__=R*F,المغرب ... فخر الإنتماء اللهم احفظنا و اجعل بلدنا آمنا مطمئنا,Tuesday 12 September 2023 at 22:04,0,12 September 2023,22:04
أبو نعمة المغربي,https://web.facebook.com/profile.php?id=100073135548611&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjAwNzI1MTgxOTYzMzMyMQ%3D%3D&__tn__=R*F,"المغرب جميل
، و سيكون أجمل
بدون أولئك الذين يسمون أنفسهم ممثلو االشعب",Tuesday 12 September 2023 at 21:58,0,12 September 2023,21:58
Sara Taki,https://web.facebook.com/profile.php?id=100006724755788&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTk1NzEyMzY1MTMzMTY1OQ%3D%3D&__tn__=R*F,الحمد لله,Tuesday 12 September 2023 at 21:48,0,12 September 2023,21:48
Abdell BA,https://web.facebook.com/abdell.ba.35?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTczNDYwMTI3MDI5NDQwMg%3D%3D&__tn__=R*F,نداء الوطن,Tuesday 12 September 2023 at 21:56,0,12 September 2023,21:56
Achir Abdesalam,https://web.facebook.com/achir.abdesalam?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTkyNDk3MTQzODU1MTY2&__tn__=R*F,هادشي على ياش تربينا وا الحمد الله,Tuesday 12 September 2023 at 21:53,0,12 September 2023,21:53
Kawtar Mahrek,https://web.facebook.com/kawtar.mahrek?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjk0Mjc1NzM1NDQ5ODc1&__tn__=R*F,Salma Mahrek الأسلوب,Tuesday 12 September 2023 at 21:50,0,12 September 2023,21:50
محمد أفرياض,https://web.facebook.com/profile.php?id=100012853900547&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjU0MDk3MzQwMDIzNDE3&__tn__=R*F,نعم الشعب,Tuesday 12 September 2023 at 22:10,0,12 September 2023,22:10
مسك عنبر,https://web.facebook.com/profile.php?id=100081754557328&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMzMxMTI4OTU4OTE2MjA4NA%3D%3D&__tn__=R*F,تامغرابيت ولكن تامسلميت فوق كولشي الحمدلله,Tuesday 12 September 2023 at 21:47,0,12 September 2023,21:47
Zãinãb Hj,https://web.facebook.com/profile.php?id=100018044446450&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMzQyMTg0OTE4MTYzODM4&__tn__=R*F,يمكن ماعندو والو ولكن راه عطا كلشي سبحان الله نموذج ديال المغربي الاصيل قلبا وقالبا,Tuesday 12 September 2023 at 23:15,0,12 September 2023,23:15
Hasnae El Barj,https://web.facebook.com/brj.hassna?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjAxNDAwMzY5MjI5OTA5Ng%3D%3D&__tn__=R*F,فعلا,Tuesday 12 September 2023 at 21:29,0,12 September 2023,21:29
Rania Zenoba,https://web.facebook.com/profile.php?id=100061420299250&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTU2NzI0OTc3MDM0OTQ2MQ%3D%3D&__tn__=R*F,السعادة في العطاء,Tuesday 12 September 2023 at 21:50,0,12 September 2023,21:50
Barouche Brahim,https://web.facebook.com/brahim.barouche.3?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTY3MTE5Mjc5NjcxNDMyNg%3D%3D&__tn__=R*F,سكان مدينة تزنيت يساهمون بكل قوة في جمع كميات هائلة من المواد الغذائية و الأفرشة لإخواننا المنكوبين بما فيهم هذا الرجل الطيب إبن هذه المدينة,Tuesday 12 September 2023 at 21:28,0,12 September 2023,21:28
Hamdaoui Hamdaoui,https://web.facebook.com/profile.php?id=100008678077305&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODQ3MzE2MjA5OTI4MjUx&__tn__=R*F,آلله الله الله الله الله الله الله الله,Tuesday 12 September 2023 at 21:29,0,12 September 2023,21:29
Fayssal Ever,https://web.facebook.com/profile.php?id=100078059313077&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTUzNjIxMzc3Mzg3Nzg3NQ%3D%3D&__tn__=R*F,لن أنسى هذا زلزال طول حياتي بألمه وحزنه وما رأيته من تأزر وتأخي بيننا كمغاربة ربما لم أقدم شيئآ لهؤلاء من غير دعاء وتعاطف الكلي ولكن أخذت الكثير من هذا الحدث,Tuesday 12 September 2023 at 21:57,0,12 September 2023,21:57
وردة الربيع,https://web.facebook.com/profile.php?id=100078666480199&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjc3OTY1MDc1MDg1MTMy&__tn__=R*F,أحسن شعب,Tuesday 12 September 2023 at 21:41,0,12 September 2023,21:41
Amina Atiq,https://web.facebook.com/profile.php?id=100008418488764&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTExNDA1MTY0OTU2OTA2Mw%3D%3D&__tn__=R*F,حفظ الله القوات المسلحة والجيش والقوات المساعدة والشعب المغربي الحر وعاش الملك,Tuesday 12 September 2023 at 23:11,0,12 September 2023,23:11
Med Ouis,https://web.facebook.com/wiss.moh.37?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMzMzMDY2OTM4NzIyMzc4Nw%3D%3D&__tn__=R*F,هدا هو الشعب المغربي الاصيل شعب طيب قد نكون مختلفين في بعض الاشياء ولكن لم نتخلى عن بعضنا في مثل هده الماسي,Tuesday 12 September 2023 at 21:31,0,12 September 2023,21:31
Ridouane Achhab,https://web.facebook.com/ridouane.achhab.7?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfOTg0MjIzMTY2MjEyNzU3&__tn__=R*F,له الأجر مثل كل المتصدقين الله يتقبل من الجميع ،لا تنسو الدعاء لي إخواننا في ليبيا في ما اصابهم,Tuesday 12 September 2023 at 21:56,2,12 September 2023,21:56
Zahreddine Bougrine,https://web.facebook.com/profile.php?id=100068198326522&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjkyMTg5OTA1NjQ4NDAw&__tn__=R*F,نعم المغاربة معدنهم طيب والتضامن متجذر في ثقافتنا لكن للأسف الحكومة كانت ضعيفة وابانت عن عدم اهتمامها بالمواطن لم تبادر بأي بادرة ولو حتى ان تنقص من اثمنة المحروقات الشيء اللذي ابان عن ان مول الشكارة لايصلح لتدبير الشأن العام,Tuesday 12 September 2023 at 23:11,0,12 September 2023,23:11
Mhamed Elfarissy,https://web.facebook.com/mhamed.elfarisy.5?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODM5MDIxMzEwOTk1MjAz&__tn__=R*F,نعم وهو كذلك إلا بعض الإستثناءات الإنتهازية منها شركات المحروقات والإتصال والأسواق الكبرى وكذا الطربق السيار وزد البرمائيين والحكومة وبعض الطفيليات المسترزقة على معاناة المكلومين ولا ننسى مايسمى بالفنانين إلا....,Tuesday 12 September 2023 at 22:12,0,12 September 2023,22:12
Said Desert,https://web.facebook.com/said.desert.71?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjcwMjQwNTQ1OTUwOTE1&__tn__=R*F,نتمنوا حتا هذ المساعدات والتضامن تكون موسمية وفي اي لحظة وفي اي مدينة تحتاج الى مساعدة من شيم كما اشرت وقيم الشعب المغربي التضامن والتأزر والكرم وحسن الضيافة والاتحاد وقت الشدة وفي وقت الازمات والظروف الطبيعية والحمد لله والشكر له على نعمة التضامن بين … See more,Tuesday 12 September 2023 at 21:31,14,12 September 2023,21:31
Anitta Anitta,https://web.facebook.com/profile.php?id=100031403960725&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjMzOTM4OTI0NjE4ODY2Ng%3D%3D&__tn__=R*F,مثل المغرب كمثل الجسد الواحد اذا اشتكى منه عضو تداعى له سائر الجسد بالسهر و الحمى اللهم احفظ بلدنا شعبا وملكا,Tuesday 12 September 2023 at 22:03,0,12 September 2023,22:03
Aziz Chihab,https://web.facebook.com/profile.php?id=100084673772426&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODI0ODE3NTYyMzU1NDc2&__tn__=R*F,جميلة هاد الأسطر. لي كتبها شخص يستحق الإشادة به,Tuesday 12 September 2023 at 21:45,0,12 September 2023,21:45
Aya Houd,https://web.facebook.com/houda.naimii?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjM1OTU2Mzk1MzQ2MTY3&__tn__=R*F,احسن شعب,Tuesday 12 September 2023 at 23:00,0,12 September 2023,23:00
ادريس المساوي,https://web.facebook.com/profile.php?id=100055044977449&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNzMwNzMwNjgwNTk2MzY5NQ%3D%3D&__tn__=R*F,المغربي اصيل ابن اصيل,Tuesday 12 September 2023 at 21:59,0,12 September 2023,21:59
Othmane Reda,https://web.facebook.com/othmane.mouaatassem?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfOTcxMTg0ODgwODUzOTg3&__tn__=R*F,كاينة واحدة كثر من هذي. واحد لمرا حيدات خاتمها من يذيها وعطاتوا لناس لي يجمعوا تبرعات,Tuesday 12 September 2023 at 21:27,7,12 September 2023,21:27
المغربي فريد,https://web.facebook.com/profile.php?id=100010599552873&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjc2MzE5MzkwNzk5NDIx&__tn__=R*F,في مآسي الآخرين وانكسارهم، إياك أن تبتسم، تأدب في حضرة الجُرح.. كن إنسانا أو مُت وأنت تحاول,Tuesday 12 September 2023 at 21:26,7,12 September 2023,21:26
Khadija El,https://web.facebook.com/oum.zakaria.754570?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODMzNzkzMzg4NDA5NTg4&__tn__=R*F,هادا اكبر درس فالانسانية والتضامن خاص اشوفوه كل الوزراء والرؤساء لمدارو حتا مجهود ولا كلفو راسهوم غي امشيو لدوك مناطق,Tuesday 12 September 2023 at 21:36,10,12 September 2023,21:36
Mostafa Adam Sagmni,https://web.facebook.com/sagmni?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjIyMjU3OTIzMzY4NzQy&__tn__=R*F,أثر في جميع المغاربة,Tuesday 12 September 2023 at 22:26,0,12 September 2023,22:26
IS Departed,https://web.facebook.com/profile.php?id=100013994626001&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTMxMzk2NDAzNTk3MjAwNg%3D%3D&__tn__=R*F,ونحن نفتخر بذلك عاشت الأمة المغربية العظيمة,Wednesday 13 September 2023 at 01:18,0,13 September 2023,01:18
Chourouk Naji,https://web.facebook.com/chourouk.naji.1?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjg5MDE5ODczODUzMTY2&__tn__=R*F,هذا الشخص النبيل ترك في نفسي أثرا بالغا جعلني أشعر بحب كبير لكل مغربي أنه مثال الكرم والتضحية والمساندةبما يملك من أجل مد يد المساعدة لبني وطنه غاية في الوفاء وطيبوبة القلب والنوايا الحسنة جزاه الله جنة وحريرا,Tuesday 12 September 2023 at 22:42,0,12 September 2023,22:42
Stef Beni Mellal,https://web.facebook.com/mustapha.ghourrafi?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjg5OTQ0ODE1OTI3NTk5&__tn__=R*F,نهار تكون الحكومة فصف المواطن غيكون كلشي على احسن ما يرام. وتحيد بعض المفسدين من طريق وديك ساعة غيبان المغرب دولة متقدمة,Tuesday 12 September 2023 at 21:31,0,12 September 2023,21:31
Lm Taha,https://web.facebook.com/taha.safaa.3?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjcxMDQyNjk5MTEyMDUz&__tn__=R*F,هذا هو المغرب الذي نعشقه,Tuesday 12 September 2023 at 21:50,0,12 September 2023,21:50
محمد محمد,https://web.facebook.com/mohammed.benouahi.7?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMTk3OTczMTkxOTA5MjkwOQ%3D%3D&__tn__=R*F,هاد الشخص يستحق الوسام والحج هدية,Tuesday 12 September 2023 at 22:36,0,12 September 2023,22:36
Fati MA,https://web.facebook.com/profile.php?id=100047525798206&comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfODA0NzQ5NjI0NzcyMTMw&__tn__=R*F,لي معطاش من لقليل عمرو يعطي من لكثير,Tuesday 12 September 2023 at 21:28,5,12 September 2023,21:28
Abu Souhaib Faouzaoui,https://web.facebook.com/abu.souhaib?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjAwMTA5MzcwMDI0ODg0Mw%3D%3D&__tn__=R*F,هم المغاربة أين ما حل و رتحلو تجدهم سباقين للخير هم من شيد مساجد اروبا وفتح المدارس هم هم المغاربة نسأل الله أن يبارك فيهم,Tuesday 12 September 2023 at 21:53,3,12 September 2023,21:53
سعيد ادهموش,https://web.facebook.com/said.idhamouch?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfMjk5MjQxMzUyNzIwNjU2&__tn__=R*F,السؤال المطروح حاليا الكل فكر في المساعدات و تضامنو جميعا وأصبح المغرب يد واحدة والحمد لله لاكن فكر أحد في بناء مساكن للمتضررين من اليتمى والأراميل و عديمي الدخل؟ هل ستتركون أبناء وطنكم في العراء بعد أخد الصور والفيديوهات ووووو بناء المنازل والمساجد و… See more,Tuesday 12 September 2023 at 23:33,0,12 September 2023,23:33
Pool Senven,https://web.facebook.com/youssef.qej?comment_id=Y29tbWVudDo3MTU5MzU2OTM5MDc3OThfNjIwODM2Mjk2Nzk5Mzgx&__tn__=R*F,يستحق وسام ملكي,Tuesday 12 September 2023 at 21:29,4,12 September 2023,21:29
