author,user_profile_link,text,timestamp,likes,date,time
Fadoua Nabil,https://www.facebook.com/fadoua.nabil.7?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjU1NTc2OTMwNzc4Nzc2&__tn__=R*F,نسأل الله السلامة,Unknown,0,Unknown Date,Unknown Time
راضية بقضاءالله,https://www.facebook.com/hiho.solta?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjYyMzU4NzY2NzA0MTQy&__tn__=R*F,نسأل الله اللطف والسلامة,Saturday 9 September 2023 at 00:22,0,09 September 2023,00:22
Chaimae Benghribe,https://www.facebook.com/chaimae.benghribe?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTA1MjQ1ODU0OTUyMTcxNg%3D%3D&__tn__=R*F,نسأل الله اللطف لعباده,Friday 8 September 2023 at 23:43,0,08 September 2023,23:43
Nezha Mamet Wafaa,https://www.facebook.com/noha.nor.357?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODM0MDMzNzg4MDk4NTM3&__tn__=R*F,الله يرزقنا حسن الخاتمه,Friday 8 September 2023 at 23:44,0,08 September 2023,23:44
Ritaj Ritaj,https://www.facebook.com/profile.php?id=100081671465631&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODQzOTcyNDIzOTQ3NzA3&__tn__=R*F,لاحول ولاقوة الا بالله العلي العظيم الله يلطف بنا,Friday 8 September 2023 at 23:30,0,08 September 2023,23:30
Aziz Saber,https://www.facebook.com/aziz.saber.7505?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTAxMDY1MjA0Njc0NjI0NQ%3D%3D&__tn__=R*F,نسأل الله سلامة,Friday 8 September 2023 at 23:41,0,08 September 2023,23:41
Mohamed Chamlal,https://www.facebook.com/mohamed.chamlal.3?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjg2ODMyMzYzNDkwNzg0&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:31,0,08 September 2023,23:31
Møstãfā Drify,https://www.facebook.com/taynnnnza?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODM5NjA1MjY3Njc2NDU4&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:26,0,08 September 2023,23:26
Ben Salah Soumia,https://www.facebook.com/profile.php?id=100022557395391&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTM4MTE0NDQ1NTgzMDc1OA%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:29,0,08 September 2023,23:29
Mohammed Maher Lasmar,https://www.facebook.com/profile.php?id=100010458496151&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODQzMTQ0OTI3MTk3MzEx&__tn__=R*F,نسال الله السلامة,Friday 8 September 2023 at 23:29,0,08 September 2023,23:29
Rachid Souirat,https://www.facebook.com/rachid.hdaich?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjUyNDMyNTI3MTk1NTI2&__tn__=R*F,نسال الله السلامة,Friday 8 September 2023 at 23:26,0,08 September 2023,23:26
Fouad El Marhraoui,https://www.facebook.com/fouad.elmareghoui?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjYwMTU4OTYwMjUyMzg2&__tn__=R*F,اللهم لطفك يا رب,Friday 8 September 2023 at 23:26,0,08 September 2023,23:26
Amal Eco Casa,https://www.facebook.com/profile.php?id=100016421658510&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTUyNDY2Mjk3ODU3Mjk1&__tn__=R*F,الدار البيضاء هزة قوية جدا نسال الله السلامة,Friday 8 September 2023 at 23:54,0,08 September 2023,23:54
Maryama Sousiya,https://www.facebook.com/maryama.sousiya.7?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjYzNjIxODI0OTg1MjU4Mg%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:29,0,08 September 2023,23:29
Sarah Aarjouni,https://www.facebook.com/sarah.ardani.7?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjg3NzIxNTEzNDA1Njgz&__tn__=R*F,نسال الله السلامة,Friday 8 September 2023 at 23:31,0,08 September 2023,23:31
Brahim Drafat,https://www.facebook.com/profile.php?id=100004719618267&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTQzNTU5ODY3NzI4Mjg4OA%3D%3D&__tn__=R*F,نسال الله السلامة,Saturday 9 September 2023 at 00:25,0,09 September 2023,00:25
مريم امل الادريسى,https://www.facebook.com/maryem.amal?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTM1NzkyNjkyMTgyODc3NQ%3D%3D&__tn__=R*F,نسأل الله سلامة لطفك يارب,Friday 8 September 2023 at 23:28,0,08 September 2023,23:28
Samia Zakani,https://www.facebook.com/samia.zakani?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODUxNDk0NzQ5NjY3NDgw&__tn__=R*F,نسأل الله اللطف والسلامة,Friday 8 September 2023 at 23:33,0,08 September 2023,23:33
طمأنينة طمأنينة,https://www.facebook.com/khadiija.khadiija.1840?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjgzOTA4NTgzMjY3ODE3&__tn__=R*F,نسال الله السلامة والعافية,Saturday 9 September 2023 at 00:24,0,09 September 2023,00:24
Abdelmajid Fekkar,https://www.facebook.com/profile.php?id=100025265449001&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjg4ODQyNDgwMTExNDE2&__tn__=R*F,نسأل الله سلامة,Friday 8 September 2023 at 23:34,0,08 September 2023,23:34
Amal El,https://www.facebook.com/profile.php?id=100071308173398&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODQyNzY4ODIzODYwNTAz&__tn__=R*F,نسأل الله سلامة,Friday 8 September 2023 at 23:37,0,08 September 2023,23:37
Raisse Soufiane Aqarbousse,https://www.facebook.com/swisiw?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMzQ2MzI5Nzg2MDU1ODEwOA%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:33,0,08 September 2023,23:33
Salmita Ell,https://www.facebook.com/wafae.salmae?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTU1NTEwMTYwOTMwOTg3&__tn__=R*F,لطفك يا رب,Friday 8 September 2023 at 23:28,0,08 September 2023,23:28
Ouss Ama,https://www.facebook.com/profile.php?id=100041263129820&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTAyNDcyOTAyODk3NTc5MA%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:36,2,08 September 2023,23:36
سناء سناء,https://www.facebook.com/profile.php?id=100012795876857&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjE3ODg4NzczNTcyMDUw&__tn__=R*F,يارب لطفك,Friday 8 September 2023 at 23:32,0,08 September 2023,23:32
Khadija Kr,https://www.facebook.com/profile.php?id=100090986330478&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjcxMjYxODkyMzg2Mjg3&__tn__=R*F,نسأل الله السلامة يا رب,Friday 8 September 2023 at 23:34,0,08 September 2023,23:34
Malak Rouhi,https://www.facebook.com/malak.rouhy.585?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjk1NjgyMjU1MjM3Mzg5&__tn__=R*F,تازة يا ربي السلامة,Friday 8 September 2023 at 23:25,0,08 September 2023,23:25
Annaba city,https://www.facebook.com/profile.php?id=100067633892314&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNTk1MzQzMTc2MTQwOTgy&__tn__=R*F,الله أكبر,Saturday 9 September 2023 at 08:54,0,09 September 2023,08:54
Karima Charaf,https://www.facebook.com/karima.charaf.71?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjY5NjA1MjIyNjcxNzA3&__tn__=R*F,لطفك يا رب العالمين,Saturday 9 September 2023 at 06:46,0,09 September 2023,06:46
Ohm Se Lma,https://www.facebook.com/profile.php?id=100034659202709&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTMzOTg5MzM5OTk1ODAyMQ%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:31,0,08 September 2023,23:31
Merouane Fatihi,https://www.facebook.com/profile.php?id=100080065884838&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjgyMzM0NTcxMjA2ODM3&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:33,0,08 September 2023,23:33
عادل البوشاري,https://www.facebook.com/adil.ovardoz?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjg3ODg1NDczMjAyMDEy&__tn__=R*F,نسال الله السلامة,Friday 8 September 2023 at 23:38,0,08 September 2023,23:38
Tounaroz Chafiani,https://www.facebook.com/profile.php?id=100078193646811&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMzIwMjQ3OTQ3MTg5MzYz&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:42,0,08 September 2023,23:42
Sanae Aqil,https://www.facebook.com/sanae.aqil.3?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTIyODE3NTQ0MTIwODMzNA%3D%3D&__tn__=R*F,نسال الله السلامة,Friday 8 September 2023 at 23:59,0,08 September 2023,23:59
Rida Azer,https://www.facebook.com/rida.azer.395?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjI2NDcyMDA2MjU4OTA0&__tn__=R*F,نسأل الله اللطف والرحمة,Friday 8 September 2023 at 23:54,0,08 September 2023,23:54
Mohamed Chennoun,https://www.facebook.com/mohamed.chennoun?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfOTg3ODM3MTU5MDAxODk4&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:26,0,08 September 2023,23:26
Sandra Lara,https://www.facebook.com/profile.php?id=100000538117087&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTAyNzg0NzczODYzMDk2OQ%3D%3D&__tn__=R*F,نسأل الله العافية,Friday 8 September 2023 at 23:42,2,08 September 2023,23:42
Ayman Bouaiche,https://www.facebook.com/profile.php?id=100044602563082&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNzMzMzg0NTY4MzMxMDQyNg%3D%3D&__tn__=R*F,اللهم لطفك بارب,Friday 8 September 2023 at 23:39,0,08 September 2023,23:39
Zahori Fati,https://www.facebook.com/profile.php?id=100088881638504&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjkxOTc0ODUyMzQxNDM5&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:33,0,08 September 2023,23:33
Sârâ EL,https://www.facebook.com/profile.php?id=100032711287276&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTEzOTk5ODY1NzM4NDMwNQ%3D%3D&__tn__=R*F,نسأل الله السلامة,Saturday 9 September 2023 at 00:35,0,09 September 2023,00:35
Fati Zohra,https://www.facebook.com/ziani.fatima.927?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjg3MDI2Njk5OTU1NTE4&__tn__=R*F,لطف يا ارحم الراحمين,Saturday 9 September 2023 at 02:16,0,09 September 2023,02:16
Mohsine Mohsine,https://www.facebook.com/mohsine.hasni.52?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODM1NDQ2MTU4MDI0MTYz&__tn__=R*F,الله احفظ يارب العالمين لطفك يارب,Friday 8 September 2023 at 23:40,0,08 September 2023,23:40
حسناء حسناء,https://www.facebook.com/assmaa.najah?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjg1OTYxMzk3NTIxNjg1&__tn__=R*F,ياربي السلامة الله يحفظ,Friday 8 September 2023 at 23:30,0,08 September 2023,23:30
Amina Ahmed Mostafa,https://www.facebook.com/amina.mostafa.9277?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjk2MzUxMjk5Njc4NTQ0&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:29,0,08 September 2023,23:29
Khadija Kabira,https://www.facebook.com/khadija.kabira.5?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjIyODA2NzUzMzUwNjcx&__tn__=R*F,نسال الله السلامة,Friday 8 September 2023 at 23:29,3,08 September 2023,23:29
Daou Drissi,https://www.facebook.com/daou.drissi.7?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNzEwMTM0MjI3NjEyNzY1&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:36,0,08 September 2023,23:36
Saed Saed,https://www.facebook.com/profile.php?id=100010922590451&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfOTc1NjIyMDc3MDM2OTUx&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:42,0,08 September 2023,23:42
Abdel Aziz,https://www.facebook.com/profile.php?id=100054885467140&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjg2OTg3ODY0MDY0NTcz&__tn__=R*F,نسأل الله اللطف والرحمة,Friday 8 September 2023 at 23:54,0,08 September 2023,23:54
Smail Smaili,https://www.facebook.com/profile.php?id=100072026972235&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTI2Njg2MzUzNzE2NjE4Nw%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:37,0,08 September 2023,23:37
Hamza Ennouri,https://www.facebook.com/profile.php?id=100010420868271&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMzAwNTQ3ODgwOTU4OTUyOA%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:37,0,08 September 2023,23:37
Fatima Rahali,https://www.facebook.com/profile.php?id=100005343136329&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjExMTI5MTg3ODM0MzE4&__tn__=R*F,نسأل الله السلامة,Saturday 9 September 2023 at 00:03,0,09 September 2023,00:03
Lah Housni,https://www.facebook.com/profile.php?id=100090172069796&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTMzMzg2NTgxNzUwNjE1MQ%3D%3D&__tn__=R*F,نسال الله السلامة,Friday 8 September 2023 at 23:26,0,08 September 2023,23:26
Zouhair Lamrani,https://www.facebook.com/mohamed.talyani.5855?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMzU1MDYyMTcxODUzOTcyNQ%3D%3D&__tn__=R*F,لطفك يارب.,Unknown,0,Unknown Date,Unknown Time
Abdellah Elaazouzi,https://www.facebook.com/abdel.elaazouzi?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMzE2NTE2NzIzMDQ1NjM0NQ%3D%3D&__tn__=R*F,والله ماحسيت به الله يلطف بينا,Friday 8 September 2023 at 23:46,0,08 September 2023,23:46
Jawad Battou,https://www.facebook.com/jawad.battou?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTAwNDU3Mjc3NzM2MTQ2Ng%3D%3D&__tn__=R*F,الله معاكم يا رب,Friday 8 September 2023 at 23:33,0,08 September 2023,23:33
El Morabit Hafsa,https://www.facebook.com/profile.php?id=100076793149853&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjcxMzE3MDQxNTQwMTI2Mg%3D%3D&__tn__=R*F,نسأل الله اللطف والرحمة,Saturday 9 September 2023 at 00:12,0,09 September 2023,00:12
Abid Amada,https://www.facebook.com/profile.php?id=100009986130634&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjIwMjAwNTA2ODk3MTUy&__tn__=R*F,ياربي سلامة الله يلطف بينا,Friday 8 September 2023 at 23:43,0,08 September 2023,23:43
أم العزيز,https://www.facebook.com/profile.php?id=100018447879867&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjUxOTI5NzY4NDkwMzg3Ng%3D%3D&__tn__=R*F,يا ربي السلامة,Friday 8 September 2023 at 23:40,0,08 September 2023,23:40
Driss Abdelouahed,https://www.facebook.com/abdelouahed.driss?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjMyMjQ5MzU2NDY3ODUw&__tn__=R*F,نسأل الله السلامة,Saturday 9 September 2023 at 00:28,0,09 September 2023,00:28
Asselman Fouad,https://www.facebook.com/fouad.asselman.5?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjE1MTA4MTg0MTQyODU5&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:57,0,08 September 2023,23:57
Tijani Khalil,https://www.facebook.com/tijani.khalil.9?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTk1MTI2NTAzNDU2NTQ4&__tn__=R*F,ولا حول ولا قوة الا بالله العلي العظيم,Friday 8 September 2023 at 23:43,0,08 September 2023,23:43
Said Aamoum,https://www.facebook.com/said.aamoum.100?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNzg5MDYwMjI2NTU2Njkz&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:36,0,08 September 2023,23:36
محمد البكوري,https://www.facebook.com/profile.php?id=100078082260215&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjE3NjAzNzkxMDE0MTM4&__tn__=R*F,لطفك يا رب,Friday 8 September 2023 at 23:28,2,08 September 2023,23:28
Mohamed Abdalla,https://www.facebook.com/mohamed.abdall.96?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNTQxOTMyMzc0NzQ1NzUz&__tn__=R*F,لطفك يا رب,Saturday 9 September 2023 at 01:01,0,09 September 2023,01:01
Ralia Ben,https://www.facebook.com/profile.php?id=100077246359123&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjA5MDIyNTE0NDcwMzI4Ng%3D%3D&__tn__=R*F,الله يلطف بأهلنا وعائلاتنا وخوتنا وبلادنا يا ربي يحد الباس,Friday 8 September 2023 at 23:36,0,08 September 2023,23:36
Brahim Naji,https://www.facebook.com/profile.php?id=100089799945156&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMzQ4MjM2Njg0MTk3ODE1MA%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:36,0,08 September 2023,23:36
Aziz El,https://www.facebook.com/profile.php?id=100028127894356&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjYzODc3MDUzMjg2ODc5Ng%3D%3D&__tn__=R*F,نسأل الله سلامة,Friday 8 September 2023 at 23:33,0,08 September 2023,23:33
Redouane Garaoui,https://www.facebook.com/profile.php?id=100008446890082&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODA1ODkyNDQxMTMyNjYw&__tn__=R*F,يا ربي السلامة نسألك اللطف والسلامة,Friday 8 September 2023 at 23:54,0,08 September 2023,23:54
Abdelilah Louilidi,https://www.facebook.com/abdelilah.louilidi.71?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfOTU1NDQzNzY4ODU0NTUw&__tn__=R*F,استغفر الله العظيم واتوب اليه الله يحفض,Saturday 9 September 2023 at 00:16,0,09 September 2023,00:16
Saâdia ID,https://www.facebook.com/profile.php?id=100086896881016&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjAxNzg1MjE1ODU5MjIzOQ%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:27,0,08 September 2023,23:27
Mustapha Sahrawi,https://www.facebook.com/mustapha.louahidi?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTA0OTI2NDM4OTQzMDQ4Mw%3D%3D&__tn__=R*F,لطفك يا الله,Friday 8 September 2023 at 23:29,0,08 September 2023,23:29
Mohammed Boudi,https://www.facebook.com/mohammed.boudi.90?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjE1NzQ4ODk0MDkyNDU1&__tn__=R*F,وقعت أكثر من هزة أرضية الحمد لله على سلامتنا بودي,Saturday 9 September 2023 at 02:04,0,09 September 2023,02:04
Jabir Mohammed,https://www.facebook.com/jabir.mohammed.73744?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfOTgzNzE1MDcyNjgxNjU0&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:37,0,08 September 2023,23:37
Bassma Bissam,https://www.facebook.com/zobida.aounnar?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMjk3NzgxNjg4NTY4NDcwMw%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:31,0,08 September 2023,23:31
طارق بن الشيخ,https://www.facebook.com/profile.php?id=100087570493776&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjc4MTE3MjI0MjI5NTIw&__tn__=R*F,نسال الله السلامة,Friday 8 September 2023 at 23:25,0,08 September 2023,23:25
Jaouad Jaouad,https://www.facebook.com/jawad.sraidi.58?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTA3MDU1NzkxNzI0NTk1NA%3D%3D&__tn__=R*F,نسأل الله السلامة,Saturday 9 September 2023 at 00:27,0,09 September 2023,00:27
Semya Rhazi,https://www.facebook.com/semya.rhazi.3?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTAxNzc1MjA4OTM2NjI0Ng%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:39,0,08 September 2023,23:39
Ayoubi Ala Nadia,https://www.facebook.com/nadia.elayoubi.71?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTU0OTY0NzA1ODkwMDA5Mw%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:36,0,08 September 2023,23:36
Rachid Bossaid,https://www.facebook.com/rachjd.bossaid?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjU3NjEzNzAzMDAyNDEw&__tn__=R*F,ياربي سلامة الله يلطف بينا,Saturday 9 September 2023 at 00:00,0,09 September 2023,00:00
Boujemaa Amliha,https://www.facebook.com/profile.php?id=100085440675305&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfOTY0NjQxNzY3OTc3NjM4&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:32,0,08 September 2023,23:32
Jamal Ali,https://www.facebook.com/profile.php?id=100008208850956&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTIyNjAwMzMxMTQwMTk5Ng%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:37,0,08 September 2023,23:37
Fatima Zahrae Seddiki,https://www.facebook.com/fatimazahrae.seddiki?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTIzMjkyNTk5MDczMzk5Nw%3D%3D&__tn__=R*F,حتى تطوان ياربي السلامة,Friday 8 September 2023 at 23:29,4,08 September 2023,23:29
Fati Ma,https://www.facebook.com/fati.fleure.7547?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODk5NTMyNTk1MTAxNTAz&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:26,0,08 September 2023,23:26
Yasin Abdo,https://www.facebook.com/profile.php?id=100076956938365&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMzIyODU1MjkzNDYyMjg1&__tn__=R*F,نسأل الله السلامة والعافية,Friday 8 September 2023 at 23:59,0,08 September 2023,23:59
Farah Sehrij,https://www.facebook.com/layali.benzahra?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODY1Nzk2MDA4MjMxMzg1&__tn__=R*F,اللهم لا تتوفنا إلا و أنت راض عنا,Friday 8 September 2023 at 23:35,4,08 September 2023,23:35
AZ Eddine,https://www.facebook.com/azddine.souudi.1989?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTAwOTI4MzQyMDI2NTk2OQ%3D%3D&__tn__=R*F,نسأل الله العغو والعافية,Unknown,0,Unknown Date,Unknown Time
Kokita Elma,https://www.facebook.com/kokita.elma.3?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjk1NTc3NjU5MTQ0Mjc2&__tn__=R*F,اللهم الطف بنا بلطفك الخفي,Friday 8 September 2023 at 23:34,0,08 September 2023,23:34
Aya Bn Talb,https://www.facebook.com/profile.php?id=100071583890495&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMzIzODY1MDgzMzMzNDg0&__tn__=R*F,لطفك يا رب,Saturday 9 September 2023 at 01:52,0,09 September 2023,01:52
Fouzia Kzaiber,https://www.facebook.com/fouzia.kzaiber?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTAzODUxNzA5NzUxOTE2NA%3D%3D&__tn__=R*F,لطفك يا رب,Friday 8 September 2023 at 23:54,0,08 September 2023,23:54
Souhaila Souhaila Ardif,https://www.facebook.com/souheila.ardif?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTIzMDUwNzkxNDI5ODgwMw%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:47,0,08 September 2023,23:47
Abdelfattah Chifour,https://www.facebook.com/abdelfattah.chifour?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjI3NTMwNDkyODYxMjA2&__tn__=R*F,سيدي بنور نسأل الله السلامة,Friday 8 September 2023 at 23:34,0,08 September 2023,23:34
جميلة اوالطالب,https://www.facebook.com/profile.php?id=100009430324376&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfODUzNTcxODkyNDk4ODk5&__tn__=R*F,نسأل الله السلامة والعافية,Friday 8 September 2023 at 23:51,0,08 September 2023,23:51
Soumaya Çukur,https://www.facebook.com/soumaya.salhi.581?comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTE5MTc2NTYzODg5MjQ4Ng%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:49,0,08 September 2023,23:49
Saloua Elkerrai,https://www.facebook.com/profile.php?id=100014800417090&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNjEzMTE2MzAwOTgxODc0&__tn__=R*F,لطفك يا رب,Friday 8 September 2023 at 23:30,0,08 September 2023,23:30
سيراتو ماريا,https://www.facebook.com/profile.php?id=100050056624660&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfNzA1MTgyMzY0Nzg1MDIz&__tn__=R*F,نسأل الله السلامة والعافية,Friday 8 September 2023 at 23:47,0,08 September 2023,23:47
Ikram El,https://www.facebook.com/profile.php?id=100051308559967&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMzE2Njc1NTY3NTM3Mjcy&__tn__=R*F,ياربي السلامة لطفك يا الله,Friday 8 September 2023 at 23:32,3,08 September 2023,23:32
Alami Ahmed,https://www.facebook.com/profile.php?id=100071494538882&comment_id=Y29tbWVudDo3MTE5NzU0ODQzMDM4MTlfMTYyNjg0MDI5NDQ2Mzk3NA%3D%3D&__tn__=R*F,نسأل الله السلامة,Friday 8 September 2023 at 23:32,0,08 September 2023,23:32
