author,user_profile_link,text,timestamp,likes,date,time
Houcine Befree,https://web.facebook.com/houcine.befree.7?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzA5NDk5NjQ0OTU3ODgx&__tn__=R-R,هذا إنذار للغافلين عن الله لكي يتوبوا ويعودوا إلى حضنه عز وجل،.,Saturday 9 September 2023 at 00:03,13,09 September 2023,00:03
Mouha Abdellah,https://web.facebook.com/mouha.abdellah.5?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNzkyMDg4MjE5MzMxNDMw&__tn__=R-R,نتمنى أن يكون هدا الإنذار الا لاهي نقطة رجوع إلى الدين والمبادئ السمحة,Friday 8 September 2023 at 23:47,111,08 September 2023,23:47
فهد صبحي الساجر,https://web.facebook.com/profile.php?id=100081827641221&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTE4MDE2MjQwMjY5MTk2Nw%3D%3D&__tn__=R-R,ربي يستر اخواتنا في المغرب اخوكم من سوريا,Friday 8 September 2023 at 23:50,197,08 September 2023,23:50
Rachid Mossa,https://web.facebook.com/profile.php?id=100008756772033&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjUyMDA0NTI1MTQ5NTQyMw%3D%3D&__tn__=R-R,مدينة سلا كلها خارجة على برا,Friday 8 September 2023 at 23:57,16,08 September 2023,23:57
محمد النضال,https://web.facebook.com/profile.php?id=100043822757194&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjEyNzMzMjgwOTQzMzAx&__tn__=R-R,ابتعدو عن الابنية هناك هزات ارتدادية,Friday 8 September 2023 at 23:49,15,08 September 2023,23:49
صلاح بن علي,https://web.facebook.com/salahbenali19?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTA3NjE4NzkwMzM3NTkwNg%3D%3D&__tn__=R-R,إنذار لنا اللهم تب علينا ولا تؤاخذ نا,Friday 8 September 2023 at 23:37,9,08 September 2023,23:37
بندر العنزي,https://web.facebook.com/profile.php?id=100021668826046&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODU0NzU2MTgzMDQ1NTYz&__tn__=R-R,كم درجاء,Friday 8 September 2023 at 23:42,3,08 September 2023,23:42
Abdallah Allouch,https://web.facebook.com/abdallah.allouch.31?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzIxMTk3MzUwNDM4ODE0&__tn__=R-R,هدا صحيح حتى فالقنيطرة والنواحي,Friday 8 September 2023 at 23:56,5,08 September 2023,23:56
محمد ابويوسف,https://web.facebook.com/profile.php?id=100012970415924&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjE1MjMxNTQ0ODY3Mjk3&__tn__=R-R,يارب سلم سلم يارب لاتهلكنا بذنوبنا وأنت أرحم الراحمين,Friday 8 September 2023 at 23:53,6,08 September 2023,23:53
Najib Khadiwi,https://web.facebook.com/najib.khadiwi?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODgwNTUyODc2NzYyNzIx&__tn__=R-R,حتى هنا في القنيطرة دراب,Friday 8 September 2023 at 23:41,2,08 September 2023,23:41
Germany Daw,https://web.facebook.com/germany.daw?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzM0Mzc0ODY4OTkwMzQ1&__tn__=R-R,راه لابد تعاود باش ترجع,Friday 8 September 2023 at 23:54,4,08 September 2023,23:54
Dina Bobot,https://web.facebook.com/salama.lramid.7?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTIyNjAwMzQ4MTQwMTk3OQ%3D%3D&__tn__=R-R,جاوبوني,Friday 8 September 2023 at 23:38,2,08 September 2023,23:38
الكف الابيض,https://web.facebook.com/aaaaaaaa733788953?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjgyMTg0NTA3MTE5ODg0OA%3D%3D&__tn__=R-R,بدون تجريح وفلسفة. كل واحد ينطق خيرًا او يصمت. واكثروا من الدعاء ربي يسلمهم ويحميهم يارب,Friday 8 September 2023 at 23:47,52,08 September 2023,23:47
Omar Sayf Din,https://web.facebook.com/omar.sayfdin?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzUxMzQ3NjYzODgxNjA2&__tn__=R-R,القصر الكبير 6.8 رشطر,Saturday 9 September 2023 at 00:00,2,09 September 2023,00:00
Nąjąt Bķf,https://web.facebook.com/profile.php?id=100087207745275&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNzkwOTk4ODc2MDQyNjU1&__tn__=R-R,ياربي السلامة في ياربي تلطف بنا,Friday 8 September 2023 at 23:42,5,08 September 2023,23:42
Fatima Abdellaoui,https://web.facebook.com/profile.php?id=100008282054917&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjYzNzkzMzY5ODY3MzMx&__tn__=R-R,ربي تلطف,Friday 8 September 2023 at 23:44,2,08 September 2023,23:44
محمد محمود,https://web.facebook.com/profile.php?id=100083817346307&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNDMwODA5MzE4OTQxNjE1Mg%3D%3D&__tn__=R-R,يارب السلامة ياعفو اعف عنا فإنك عليناقادر,Friday 8 September 2023 at 23:47,6,08 September 2023,23:47
Lyes Mob,https://web.facebook.com/lyes.mob.790?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzU1Mjk4MjY5MTYzMzE2Mg%3D%3D&__tn__=R-R,ربي يجيب الخير انشاء الله,Friday 8 September 2023 at 23:52,4,08 September 2023,23:52
توحه الورفلي,https://web.facebook.com/profile.php?id=100055937206581&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjMyMjE0NTY5MTI0NzY5OA%3D%3D&__tn__=R-R,فين هناا؟؟؟,Friday 8 September 2023 at 23:42,0,08 September 2023,23:42
Mohamed Chikhane,https://web.facebook.com/mohamed.chikhane.73?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzI0ODcwNTc2NjAyNzcz&__tn__=R-R,لا إله إلا الله الله أكبر و لا حول و لا قوة إلا بالله,Friday 8 September 2023 at 23:50,4,08 September 2023,23:50
Mohamed Kamal,https://web.facebook.com/profile.php?id=100011190090040&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjc5MDM4MTQ1MDcyMjMx&__tn__=R-R,نسأل الله اسلامة للجميع,Friday 8 September 2023 at 23:58,2,08 September 2023,23:58
Bilal Khayati,https://web.facebook.com/bilal.khayati.5?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTY3NjQ1MTc5NzAxNzk0&__tn__=R-R,فين شمن مدينة هذه الله إجزكم بالخير,Friday 8 September 2023 at 23:52,4,08 September 2023,23:52
Otmane Houasse,https://web.facebook.com/otmane.houasse.14?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjExMjY5NjIxMTcxNTA5&__tn__=R-R,الله وأكبر الله وأكبر لاحولا ولا قوة إلا بي الله العالي العضيم ياربي يستر,Friday 8 September 2023 at 23:47,8,08 September 2023,23:47
Soufiane Draxler,https://web.facebook.com/profile.php?id=100006001578471&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjQzMjA3MzExMzU4NjgzOQ%3D%3D&__tn__=R-R,تازة ايضا,Friday 8 September 2023 at 23:38,6,08 September 2023,23:38
محمد عواج,https://web.facebook.com/profile.php?id=100084989120782&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzAyMjYwMTE1NzgzMzY4&__tn__=R-R,لاتحملنا ما لا طاقة لنا به,Friday 8 September 2023 at 23:55,4,08 September 2023,23:55
Abdellah Bounoiar,https://web.facebook.com/abdellah.bounoiar?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjQ4NzAzMjQwNjAxMTM3&__tn__=R-R,خير إن شاءالله,Friday 8 September 2023 at 23:56,3,08 September 2023,23:56
Karima Jalal,https://web.facebook.com/krima.jalal?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzA1MzcxNjgyMTgwMjc4&__tn__=R-R,لطفك يارب,Friday 8 September 2023 at 23:58,2,08 September 2023,23:58
Samir Mohamadi,https://web.facebook.com/samir.rooman?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzYwOTQyNTQyMjY2Njc4Mw%3D%3D&__tn__=R-R,يارب السلامة انشاء الله,Friday 8 September 2023 at 23:48,4,08 September 2023,23:48
Azize Zarouq,https://web.facebook.com/azize.zarouq?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjU2NjI4NjQ3MDE1NTE5MA%3D%3D&__tn__=R-R,ياربي السلامة من عندك يارب,Friday 8 September 2023 at 23:52,3,08 September 2023,23:52
Rafik Chabi,https://web.facebook.com/profile.php?id=100073995847582&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODQwNjg0NTAwNzc3NTk0&__tn__=R-R,سلامات انشاء الله,Friday 8 September 2023 at 23:46,0,08 September 2023,23:46
Parciel Loxana,https://web.facebook.com/parciel.loxana?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjQ2ODIwMjEwNTY2ODQw&__tn__=R-R,لا حول ولا قوة الا بالله,Friday 8 September 2023 at 23:53,3,08 September 2023,23:53
Abdelkrim Tissi,https://web.facebook.com/abdelkrim.tissi?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODMxMzQxODg1MTk4OTU4&__tn__=R-R,لطفك يارب,Friday 8 September 2023 at 23:44,0,08 September 2023,23:44
Elandaloussi Zineb,https://web.facebook.com/elandaloussi.zineb?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTA2NzM5ODk3MTMwNDk3MA%3D%3D&__tn__=R-R,ياربي السلامة الدارالبيضاء,Friday 8 September 2023 at 23:46,8,08 September 2023,23:46
Bochaib Bakraoui,https://web.facebook.com/bochaib.bakraoui.9?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjEwNDY3Njk4Njk1ODA2&__tn__=R-R,يارب السلامة للجميع,Friday 8 September 2023 at 23:55,4,08 September 2023,23:55
Najat Ou,https://web.facebook.com/najma.najat.754?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfOTg0MzA2NDA5NDkxOTYw&__tn__=R-R,ياربي سلامة,Friday 8 September 2023 at 23:38,9,08 September 2023,23:38
Mokhtar El Harras,https://web.facebook.com/mokhtar.elharras?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjg5NzA5NzUzNjgxMjkx&__tn__=R-R,لطفك يا رب,Friday 8 September 2023 at 23:48,8,08 September 2023,23:48
Oxel Amazigh,https://web.facebook.com/amazigh.arif.16?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTk3OTAyMjMyNTgwNjQ3Mg%3D%3D&__tn__=R-R,شكون مدينة هذه,Friday 8 September 2023 at 23:44,3,08 September 2023,23:44
Mouhi-eddine Al Idrissi,https://web.facebook.com/mouhieddine.alidrissi?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjcyMjUyNjQxMTEwNDE0Ng%3D%3D&__tn__=R-R,الرباط تمارة سلا,Friday 8 September 2023 at 23:49,4,08 September 2023,23:49
Mohamed Amine,https://web.facebook.com/profile.php?id=100048955627539&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzE4NjI4NDg3MzMzNDk4&__tn__=R-R,Lakin khafif,Friday 8 September 2023 at 23:38,3,08 September 2023,23:38
Sanae Ks,https://web.facebook.com/profile.php?id=100072011944249&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfOTkxNjI2NDY5MTc4MDYzNg%3D%3D&__tn__=R-R,يا رب السلامة,Friday 8 September 2023 at 23:50,4,08 September 2023,23:50
BE Mohamed,https://web.facebook.com/profile.php?id=100054146406352&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTA1MTI3ODI3MjQ2ODMwNg%3D%3D&__tn__=R-R,لا حول ولا قوة الا بالله,Friday 8 September 2023 at 23:52,0,08 September 2023,23:52
Mohamed Sahara,https://web.facebook.com/its.mo.7792?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjEyMDc2NjM0MTcyMjkw&__tn__=R-R,يا رب السلامة,Friday 8 September 2023 at 23:41,3,08 September 2023,23:41
Said Tazi,https://web.facebook.com/profile.php?id=100014015773393&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjUxMDE1NTQ0NTg3NjYx&__tn__=R-R,تازة,Friday 8 September 2023 at 23:39,3,08 September 2023,23:39
غيث البراء,https://web.facebook.com/abdou.manal?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjYyMzc2ODIzNDM3NDk1Nw%3D%3D&__tn__=R-R,لطفك يارب,Friday 8 September 2023 at 23:45,5,08 September 2023,23:45
Amal Mandouj,https://web.facebook.com/khokha.nini.5?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTM1OTQzMTE5Nzk3NjY4OA%3D%3D&__tn__=R-R,يا ربي السلامة,Friday 8 September 2023 at 23:50,2,08 September 2023,23:50
Bahija B Hija,https://web.facebook.com/bahija.bhija.9?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTc5NTY5ODYzNzUzNTc0Ng%3D%3D&__tn__=R-R,السلامة ان شاء الله,Friday 8 September 2023 at 23:57,3,08 September 2023,23:57
Hicham Tanjawi,https://web.facebook.com/profile.php?id=100007378064679&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjcwNDExOTE5MTc2NDk1&__tn__=R-R,لطفك يا رب,Friday 8 September 2023 at 23:54,5,08 September 2023,23:54
Sana Sghairi,https://web.facebook.com/sana.boukhthir?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODQ2NTMyNTEzNTAyOTg3&__tn__=R-R,يا ربي السلامة للجميع,Friday 8 September 2023 at 23:45,7,08 September 2023,23:45
Maria Maria,https://web.facebook.com/profile.php?id=100073434175305&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjUzMzA4MzQ0MzUxNDIy&__tn__=R-R,wadzam khribga,Friday 8 September 2023 at 23:58,0,08 September 2023,23:58
Oumaima Yafaa,https://web.facebook.com/profile.php?id=100009407011465&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODY0OTgyNzY4NTU4NDIy&__tn__=R-R,قنيطرة,Friday 8 September 2023 at 23:37,9,08 September 2023,23:37
Laiben Laiben,https://web.facebook.com/laiben.laiben.52?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfOTcxMTM1OTY3NTA3ODQ2&__tn__=R-R,لطفك يارب,Friday 8 September 2023 at 23:41,2,08 September 2023,23:41
Hamid Kabiri,https://web.facebook.com/profile.php?id=100092519912210&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTI2Mzg0MjgzNDI3NTc0Mg%3D%3D&__tn__=R-R,لاحول ولا قوة الاباللله,Friday 8 September 2023 at 23:52,3,08 September 2023,23:52
Ajmi Htit,https://web.facebook.com/ajmi.htit.5?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzE1MTM3NzY3NzU4NTAx&__tn__=R-R,ارحمنا يارب العالمين,Friday 8 September 2023 at 23:57,2,08 September 2023,23:57
مصطفى العشاتي,https://web.facebook.com/mustapha.ichati?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTQ3OTczMjA2OTQ0ODI5OQ%3D%3D&__tn__=R-R,لطفك يارب,Friday 8 September 2023 at 23:44,0,08 September 2023,23:44
Abdellatf Mouhajir,https://web.facebook.com/abdellatf.mouhajir?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTk1OTAzNDU2NzgwNjM1NQ%3D%3D&__tn__=R-R,يارب السلامة,Friday 8 September 2023 at 23:50,2,08 September 2023,23:50
Bechayir Sadvi,https://web.facebook.com/profile.php?id=100041055943625&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzE5MTE5MjY0MDIwMzQz&__tn__=R-R,يا ربي السلامة,Friday 8 September 2023 at 23:40,0,08 September 2023,23:40
الأقصى لنا,https://web.facebook.com/monay.1monay?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzQyOTY1MDMxNDg4OTQ3&__tn__=R-R,الرجوع إلى الله من نفسي أعلن توبتي عن كل ذنب أذنبته في السر والعلن اللهم ردنا إليك مردا جميلا,Saturday 9 September 2023 at 00:41,30,09 September 2023,00:41
Huossam Aaytwzrt,https://web.facebook.com/huossam.aaytwzrt?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjY4MTM0MjI1NTI5MjIzNA%3D%3D&__tn__=R-R,لطفك يآرب,Friday 8 September 2023 at 23:39,2,08 September 2023,23:39
Simo Knouzi,https://web.facebook.com/simo.knouzi.7?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjc4NDI2MjA0MjMzOTYz&__tn__=R-R,Khribga majhad,Friday 8 September 2023 at 23:41,2,08 September 2023,23:41
Mahdi Maroc,https://web.facebook.com/mahdi.maroc.963?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjg1MDc5NDYwMTg2OTkz&__tn__=R-R,وش بصح,Friday 8 September 2023 at 23:42,3,08 September 2023,23:42
Bouchama Sulaimane,https://web.facebook.com/karim.benmoussa.9862?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTMyOTgyOTQ3MDk2NzYyMg%3D%3D&__tn__=R-R,كل أنحاء المملكة,Friday 8 September 2023 at 23:47,0,08 September 2023,23:47
Youssef Ben,https://web.facebook.com/yossef.rajawi.1253?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODI4OTA1NDg4NjA4MTUy&__tn__=R-R,يارب السلامة,Friday 8 September 2023 at 23:39,2,08 September 2023,23:39
Nouna Kabyle,https://web.facebook.com/nouna.kabyle.526?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTUwNDIzMDQzMDMxMzgwNw%3D%3D&__tn__=R-R,ربي يستر,Friday 8 September 2023 at 23:43,0,08 September 2023,23:43
إشراقة الأمل,https://web.facebook.com/ilham.wahid.98?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzkwNTgxMzA2OTY0NTg4Ng%3D%3D&__tn__=R-R,اشمن مدينة؟,Friday 8 September 2023 at 23:49,0,08 September 2023,23:49
لؤي العزوزي,https://web.facebook.com/naoual.ma?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjY3NjAyNzk2MjEwMjA5&__tn__=R-R,يا ربي السلامة,Friday 8 September 2023 at 23:45,0,08 September 2023,23:45
Malak Maloka,https://web.facebook.com/profile.php?id=100044172132416&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjA3NTQ0MzM4OTk2ODQ0&__tn__=R-R,اه بصح,Friday 8 September 2023 at 23:44,2,08 September 2023,23:44
Bachir Weld Kada,https://web.facebook.com/bachir.nadir.7758?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODI4MjE3NDQ4NzgyMzM1&__tn__=R-R,السلامة إنشاء الله,Friday 8 September 2023 at 23:55,0,08 September 2023,23:55
El Mostafa Bouaddis,https://web.facebook.com/elmostafa.bouaddis?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjQ1MTk1MzIxMDQzMDk2&__tn__=R-R,خنيفرة ونواحيها,Friday 8 September 2023 at 23:38,4,08 September 2023,23:38
Hilal Chelghoum,https://web.facebook.com/profile.php?id=100010966038190&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjQxMTY0NjQ2MTQ2NjkwNTA%3D&__tn__=R-R,نشاء لله سلامة,Friday 8 September 2023 at 23:51,0,08 September 2023,23:51
Mohamed Gandouzi,https://web.facebook.com/mohamed.gandouzi.71?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTQzOTIxODc3MzMxNzczMg%3D%3D&__tn__=R-R,بركان والو,Friday 8 September 2023 at 23:50,0,08 September 2023,23:50
Hamza Hamza,https://web.facebook.com/profile.php?id=100018146880142&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTY2MTI1MjYyNzYxOTA3OQ%3D%3D&__tn__=R-R,شمن مدينة هذه,Friday 8 September 2023 at 23:37,8,08 September 2023,23:37
Samir Kharbach,https://web.facebook.com/samir.kharbach.98?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjEyNDc4MTM1MTQ4MzIy&__tn__=R-R,يا ربي السلامة,Friday 8 September 2023 at 23:56,0,08 September 2023,23:56
اغلى الناس,https://web.facebook.com/yousra.elhanchi?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTI2Njk0NjEwMzkyNDg3Mg%3D%3D&__tn__=R-R,ياربي السلامة,Friday 8 September 2023 at 23:51,2,08 September 2023,23:51
Mohamed Mac,https://web.facebook.com/profile.php?id=100073295181228&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjQ1MDk5MDMxMDYwOTQx&__tn__=R-R,حتى في نواحي فاس قنصرة,Friday 8 September 2023 at 23:53,4,08 September 2023,23:53
Hassan Kourri,https://web.facebook.com/hass1.kouri?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTMxODQ4NTI5MjM5Mjk2OA%3D%3D&__tn__=R-R,ياربي السلامة,Friday 8 September 2023 at 23:40,0,08 September 2023,23:40
أبو صفوان العرعاري,https://web.facebook.com/profile.php?id=100009366357430&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzQ0NzQ3NTI4NTQ5NzIyNQ%3D%3D&__tn__=R-R,ربي يحفظ,Friday 8 September 2023 at 23:41,0,08 September 2023,23:41
Shexo Soro,https://web.facebook.com/shexo.soro.9?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjQ5ODc1MDcyNjkwNDk5NQ%3D%3D&__tn__=R-R,لا تنامو بعد ساعه رح يطبو البناء,Friday 8 September 2023 at 23:45,0,08 September 2023,23:45
Midou Ben,https://web.facebook.com/midou.ben.370?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjYzNDM1NzE5MDc4MjEz&__tn__=R-R,لاحول ولاقوة الابالله العلي العظيم انا من الجزائر و اتمنى الخير و الهناء لي الشعب المغربي,Friday 8 September 2023 at 23:58,141,08 September 2023,23:58
سلمى حمادي,https://web.facebook.com/profile.php?id=100082215114117&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfOTc5NjI5NDY5OTE1Mjc4&__tn__=R-R,ياربي سلامة,Friday 8 September 2023 at 23:55,2,08 September 2023,23:55
رشد رابحي,https://web.facebook.com/profile.php?id=100094495140661&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNzI0OTYxMzQ2MzE1MDA0&__tn__=R-R,هههههه,Friday 8 September 2023 at 23:53,5,08 September 2023,23:53
السوسية ابب,https://web.facebook.com/profile.php?id=100074287420372&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjI4NjQzMDUyNzg0NTU4&__tn__=R-R,ياربي سلامة,Friday 8 September 2023 at 23:50,2,08 September 2023,23:50
Abdessadek Jaguiguir,https://web.facebook.com/abdessadek.jaguiguir.5?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTA5MDY4NDUwMjMzOTE2Mw%3D%3D&__tn__=R-R,يارب السلامة,Friday 8 September 2023 at 23:50,0,08 September 2023,23:50
Said Afilal,https://web.facebook.com/saidis.nsabis?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODUwOTMyNzI5NDk0MTQz&__tn__=R-R,من جهة الرباط الى جهة واد نون,Friday 8 September 2023 at 23:49,0,08 September 2023,23:49
Mohamed Achahbar,https://web.facebook.com/cocochichit?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODU5MjI1Mjg5MTUwODEy&__tn__=R-R,ياربي السلامة,Friday 8 September 2023 at 23:49,0,08 September 2023,23:49
Mohammed Kornfel,https://web.facebook.com/profile.php?id=100091320507753&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTAzOTY3ODgwNzA2OTIxNw%3D%3D&__tn__=R-R,خوفنا بزززززاف,Friday 8 September 2023 at 23:57,0,08 September 2023,23:57
Ismail Ben Fquih,https://web.facebook.com/profile.php?id=100093508636376&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjg1MjgyNzM2OTc4NTEy&__tn__=R-R,لطفك يآرب,Friday 8 September 2023 at 23:40,0,08 September 2023,23:40
Majed Omar,https://web.facebook.com/majedomar.zangana?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfNjg3MDM1MTczMzIzNDEz&__tn__=R-R,وين هون,Friday 8 September 2023 at 23:47,0,08 September 2023,23:47
Abd Rahim Bayad,https://web.facebook.com/abdrahim.bayad.3?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTAxNDQ0Mzc4OTU5MTM0OQ%3D%3D&__tn__=R-R,ياربي. السلامة,Friday 8 September 2023 at 23:48,0,08 September 2023,23:48
Hã Yąț Badrăáouiî,https://web.facebook.com/hayat.badraaouii?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTY5Mzk5NTQ5NDM5NzMzMg%3D%3D&__tn__=R-R,تا حنا نواحي سيدي بنور اللهم احسن خاتمتنا,Friday 8 September 2023 at 23:43,0,08 September 2023,23:43
Houcien Chakour,https://web.facebook.com/chakour.lhoucien.5?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjk0NzM4ODY5ODI5Mzg1&__tn__=R-R,ياربي السلامة,Friday 8 September 2023 at 23:51,0,08 September 2023,23:51
A Hichám Láco,https://web.facebook.com/profile.php?id=100074124883927&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMjQ4NzczMDIwOTI4NDIw&__tn__=R-R,انا اول واحد خارج,Friday 8 September 2023 at 23:51,0,08 September 2023,23:51
Moh Midou,https://web.facebook.com/moh.midou.7549185?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTA3OTAyOTQ4NjM5Njc3MQ%3D%3D&__tn__=R-R,اللهم نسألك السلامة,Friday 8 September 2023 at 23:54,0,08 September 2023,23:54
نور الهدى الهدى,https://web.facebook.com/profile.php?id=100082895352395&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMzIyODEwNTAzNjE0NzA2&__tn__=R-R,يارب الطف بالعباد,Friday 8 September 2023 at 23:56,3,08 September 2023,23:56
Salah Dine,https://web.facebook.com/mouad.salah.9235?comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfODc1NzM3NjU3MzE3Mjkw&__tn__=R-R,Mazyana,Friday 8 September 2023 at 23:39,0,08 September 2023,23:39
شمس الأصيل غروب تتان,https://web.facebook.com/profile.php?id=100012870910730&comment_id=Y29tbWVudDo3MzY0NDU0NjQ5NTcyMDFfMTA0NzYzNTEwOTczODMzMg%3D%3D&__tn__=R-R,ياربي السلامة للجميع,Friday 8 September 2023 at 23:54,0,08 September 2023,23:54
